,ID,h,j,v,z,label
1428,GDS_deep2_6715,864.043999779,947.313188899,974.205902268,621.244461554,unknown
1429,GDS_deep2_6716,1163.94890441,1125.57466381,552.822708049,603.618092356,irregular
1431,GDS_deep2_6720,386.5722772,455.501588247,319.812836601,254.47136531,disk
1432,GDS_deep2_6721,265.912322629,212.984174198,183.601249484,142.31617839,disk
1433,GDS_deep2_6725,4380.35616381,4066.28557744,787.198588641,1488.43194586,spheroid
1434,GDS_deep2_6726,556.256831017,447.324930387,577.869380818,368.073191119,disk
1435,GDS_deep2_6727,7275.28907577,6969.68962297,2589.03009835,3086.99744242,spheroid
1436,GDS_deep2_6728,1566.45404426,1832.50488561,2635.14952434,1322.61825835,unknown
1437,GDS_deep2_6733,420.966443909,529.081872306,496.29855662,388.477174373,spheroid
1438,GDS_deep2_6735,1152.95834303,949.750617372,627.285850992,801.673704806,disk
1440,GDS_deep2_6739,1396.32501478,1103.24205502,84.3053532009,197.506964467,spheroid
1441,GDS_deep2_6744,4748.02049729,6145.99040649,433.479299419,1854.82931856,pointsource
1442,GDS_deep2_6748,5289.20852073,5168.74335655,2674.09690123,2955.11629651,pointsource
1443,GDS_deep2_6756,453.986273805,548.555335784,348.844890107,362.0680171,disk
1444,GDS_deep2_6759,643.615414427,607.859110051,196.443204643,278.801655948,disk
1445,GDS_deep2_6762,4169.73430629,4087.87282077,2214.38070796,2248.6432145,disk
1447,GDS_deep2_6764,1071.89470746,1219.88127832,887.354372846,945.386998818,disk
1448,GDS_deep2_6765,5479.72693927,5827.42498773,3583.89448134,3145.26636816,disk
1449,GDS_deep2_6766,1922.93501007,1982.01233741,1349.9140582,1381.55945569,disk
1450,GDS_deep2_6768,494.178215293,510.360125509,282.711544529,229.604025481,disk
1451,GDS_deep2_6769,961.215068908,1037.00705628,1452.81451653,807.394804611,unknown
1452,GDS_deep2_6772,2036.60554187,1019.38374736,329.22045021,377.329710169,spheroid
1453,GDS_deep2_6775,7717.8348181,7907.17302455,2966.44573457,3917.72629226,spheroid
1454,GDS_deep2_6779,1007.2679212,681.324782564,452.041069599,409.803955423,disk
1455,GDS_deep2_6780,4660.73105954,4092.04312407,672.605228569,1766.94071461,spheroid
1456,GDS_deep2_6785,1156.77643565,1381.16741847,1483.84883143,944.45314965,disk
1457,GDS_deep2_6787,490.195162981,510.404438952,427.906514239,264.220118234,disk
1458,GDS_deep2_6788,570.402436795,729.527377944,717.036275284,441.203110006,disk
1459,GDS_deep2_6790,672.077990857,853.431894103,89.17342415,332.040106049,spheroid
1460,GDS_deep2_6791,5960.74660685,5119.59806055,1558.91820634,2186.08835028,disk
1461,GDS_deep2_6792,327.063063938,357.139033163,196.430633474,205.069754433,disk
1462,GDS_deep2_6793,378.186904019,465.175755533,366.979138598,244.182467833,disk
1463,GDS_deep2_6795,1181.01863234,994.54700515,1065.87117871,578.171860924,disk
1464,GDS_deep2_6801,18090.181465,19184.905749,14439.0056638,10326.1382037,spheroid
1465,GDS_deep2_6805,917.8018262,814.167805714,826.279212183,602.546703962,disk
1466,GDS_deep2_6810,348.987902788,401.229091042,279.15867589,184.744591325,spheroid
1467,GDS_deep2_6812,1179.1796828,1306.91771535,424.419079994,420.266336318,disk
1468,GDS_deep2_6818,666.400156114,755.457094667,501.564429439,355.965838088,disk
1469,GDS_deep2_6819,7800.5897932,6276.11957434,5780.20758416,4453.5440214,spheroid
1470,GDS_deep2_6821,1897.77509032,1999.27772048,1165.35640393,1105.95205957,disk
1471,GDS_deep2_6822,358.109228684,380.190987957,220.780380089,248.819541683,spheroid
1473,GDS_deep2_6826,392.828884201,453.456201209,417.441430574,335.793411969,spheroid
1474,GDS_deep2_6828,1348.03573729,1346.47866893,956.877207753,624.250767125,irregular
1475,GDS_deep2_6831,858.275813786,942.974907798,519.024627849,368.961737832,disk
1476,GDS_deep2_6832,351.3337614,289.853233845,187.227863099,132.456272236,spheroid
1477,GDS_deep2_6833,282.800720317,333.726368705,302.563872389,245.164429605,disk
1478,GDS_deep2_6836,1150.56087425,1567.44763351,1308.84622657,1142.04634174,spheroid
1479,GDS_deep2_6837,622.016227423,670.306019949,251.005602006,304.145906938,disk
1480,GDS_deep2_6840,1916.36470096,2162.18122842,931.817344896,1104.43290352,spheroid
1481,GDS_deep2_6842,2235.05937792,2933.56566923,188.440318091,1068.69563182,pointsource
1482,GDS_deep2_6844,1272.52892248,1503.35799432,1340.26871396,1044.13077694,disk
1484,GDS_deep2_6847,449.963959241,521.25630637,420.335833978,261.326756696,disk
1485,GDS_deep2_6851,496.537999467,349.880619852,109.220037045,165.300127794,disk
1486,GDS_deep2_6852,1023.85902004,897.267868825,1056.36311862,606.46641168,irregular
1487,GDS_deep2_6854,634.830699335,482.288202742,474.581029621,371.969031119,disk
1488,GDS_deep2_6863,363.127621589,353.35191874,191.528230662,152.317497518,disk
1489,GDS_deep2_6866,450.730715721,450.664987296,116.893922039,225.882724417,spheroid
1490,GDS_deep2_6867,401.158514818,425.057363869,231.836682683,287.437823302,disk
1493,GDS_deep2_6884,2702.47452644,2341.39624293,247.850544582,422.688474995,spheroid
1494,GDS_deep2_6894,697.402704803,454.396537611,503.986582514,272.424939503,disk
1495,GDS_deep2_6898,834.606555864,1085.14179392,1755.64911382,825.593672297,irregular
1496,GDS_deep2_6899,33091.1089113,30398.0403036,5430.26765289,12493.613565,disk
1497,GDS_deep2_6903,1741.39572945,2201.81244699,1175.02529964,830.799597368,disk
1498,GDS_deep2_6909,643.995529173,711.593567892,555.978308206,526.571436494,disk
1499,GDS_deep2_6918,395.036397556,364.607223062,364.145900228,280.974986217,disk
1500,GDS_deep2_6919,603.395014895,737.786143739,596.63256752,540.767824947,irregular
1502,GDS_deep2_6921,13137.7991554,11591.3783657,2233.63275989,5270.25536592,spheroid
1503,GDS_deep2_6925,990.47358294,906.049447378,577.667838956,493.350712766,disk
1504,GDS_deep2_6927,17490.161821,22386.8867044,3431.73925033,10234.6771393,pointsource
1505,GDS_deep2_6929,inf,inf,inf,inf,pointsource
1507,GDS_deep2_6935,1558.77886168,1816.1291501,1544.36665702,1339.8444062,spheroid
1508,GDS_deep2_6948,681.034727203,771.572690128,542.491181705,421.833872461,disk
1510,GDS_deep2_6961,641.293678548,560.386188583,395.187289567,298.250753724,spheroid
1511,GDS_deep2_6970,1673.70837752,1814.07704384,1138.28538323,1059.40791656,disk
1512,GDS_deep2_6980,1367.63635926,1279.04643526,368.637564479,541.712647345,disk
1513,GDS_deep2_6981,504.72264836,610.85448781,354.92586695,261.754232585,disk
1514,GDS_deep2_6982,283.557812814,197.600906151,121.212642792,110.623739883,spheroid
1515,GDS_deep2_6986,514.303441437,566.06910454,348.983213206,369.271497078,disk
1516,GDS_deep2_6989,6610.18008302,8309.39331609,5610.19483435,4850.17957186,pointsource
1517,GDS_deep2_6999,689.31487896,733.026232351,393.609380737,504.045413721,disk
1519,GDS_deep2_7002,225.208852562,114.809587483,72.3121582424,82.4127315876,irregular
1520,GDS_deep2_7003,1808.92352014,1855.59670391,675.095056887,857.911632745,disk
1521,GDS_deep2_7012,278.530280841,355.990079332,320.208963436,258.071494529,disk
1522,GDS_deep2_7013,861.189668,1003.22037637,643.943415293,733.992594689,disk
1523,GDS_deep2_7014,801.497337289,746.178365968,157.393001062,290.280972938,spheroid
1524,GDS_deep2_7018,700.752065026,820.739903583,455.218144626,500.131698397,spheroid
1525,GDS_deep2_7020,415.615418165,323.541788035,279.799579345,176.304851302,spheroid
1526,GDS_deep2_7021,1059.62779788,1060.31412233,564.720265976,657.007652328,disk
1527,GDS_deep2_7026,1217.19021947,880.533632963,391.947622412,368.766084792,spheroid
1529,GDS_deep2_7034,512.393003339,380.985128776,293.97223769,224.865524331,spheroid
1530,GDS_deep2_7036,1682.6417824,1539.57221909,631.806951539,733.933891709,spheroid
1531,GDS_deep2_7041,499.645756209,620.8408569,449.796696516,435.306379667,spheroid
1532,GDS_deep2_7042,2063.01633717,1753.50040384,621.248978106,819.86518176,disk
1533,GDS_deep2_7049,29991.0893118,36472.2604991,9219.09999814,17549.3605229,pointsource
1534,GDS_deep2_7051,1745.86342422,1503.8576042,369.6826506,758.904971855,spheroid
1535,GDS_deep2_7052,415.763415387,434.795693423,307.008968193,347.657241155,spheroid
1536,GDS_deep2_7058,2745.72548537,2683.81773482,808.421976067,1286.03042886,spheroid
1538,GDS_deep2_7060,387.425383568,332.396835959,425.542354322,216.125136626,spheroid
1539,GDS_deep2_7063,1208.68981787,1364.90652783,1267.13379721,922.521656518,disk
1540,GDS_deep2_7067,258.030667935,350.203615032,312.812635948,210.264249273,disk
1541,GDS_deep2_7071,449.459043893,539.261935117,545.485578578,415.95022729,disk
1542,GDS_deep2_7072,555.892683559,455.659126317,104.182840581,178.74639872,disk
1543,GDS_deep2_7073,751.888114734,724.181794072,738.035083624,381.038017824,irregular
1544,GDS_deep2_7074,1310.10066951,1333.25683899,827.966458628,862.432961852,disk
1545,GDS_deep2_7076,665.862717072,764.594423568,548.772424446,589.3299538,disk
1546,GDS_deep2_7077,277.100417562,352.926680248,186.675693749,161.514180914,spheroid
1547,GDS_deep2_7078,530.122733745,428.65660448,236.896796388,236.263613183,disk
1548,GDS_deep2_7081,539.986291935,442.552443546,335.104021417,281.430326464,spheroid
1549,GDS_deep2_7082,1569.27070941,1633.03034871,649.999309007,886.759383402,disk
1550,GDS_deep2_7084,2425.52137971,2312.83360921,845.421748646,852.803836736,irregular
1551,GDS_deep2_7090,937.318631823,325.848644353,78.5108490531,134.80370292,spheroid
1552,GDS_deep2_7093,380.076340282,330.486413301,266.860004979,228.691958377,disk
1553,GDS_deep2_7097,563.163007836,526.968269952,216.708118339,322.731585247,pointsource
1554,GDS_deep2_7098,12971.9363558,13428.3126622,9212.97248011,8789.6351884,disk
1555,GDS_deep2_7100,693.054771929,700.931660679,630.486487783,336.956508159,disk
1556,GDS_deep2_7107,900.079121979,972.374844639,817.188085582,640.130133117,disk
1557,GDS_deep2_7112,535.586134863,574.666608504,361.831783402,381.885212517,disk
1559,GDS_deep2_7117,1340.86661723,1183.99117946,958.657524988,737.947326612,disk
1560,GDS_deep2_7119,661.990068448,375.94973119,92.8431443634,190.568621547,disk
1561,GDS_deep2_7122,1430.09966982,1545.722591,827.520028237,576.628715507,disk
1562,GDS_deep2_7126,828.631399029,994.938440972,1067.40005229,736.643652756,spheroid
1563,GDS_deep2_7130,7632.28761056,7321.54258247,4205.45104585,3918.95145295,disk
1564,GDS_deep2_7132,443.9241329,528.544425362,330.322851842,344.895162364,spheroid
1565,GDS_deep2_7133,1144.30795232,803.951942491,108.539930505,179.517152934,spheroid
1566,GDS_deep2_7134,847.208521651,853.478653562,599.691197013,490.790161016,spheroid
1567,GDS_deep2_7135,3652.46177766,4292.65524827,4244.0211816,2959.37126627,irregular
1568,GDS_deep2_7139,1213.23429348,1511.27309776,1190.73669637,951.724096904,spheroid
1569,GDS_deep2_7140,902.016765842,1205.87172759,703.271711469,710.188994321,disk
1570,GDS_deep2_7143,377.612651545,479.573678279,324.718281342,325.591556296,irregular
1571,GDS_deep2_7144,2127.31985564,2188.03219189,2494.87467626,1155.52900055,spheroid
1572,GDS_deep2_7145,365.949941117,274.167351679,473.028255436,231.026259365,spheroid
1573,GDS_deep2_7147,728.62850574,578.429835257,554.043337007,391.305845618,irregular
1574,GDS_deep2_7148,503.910682524,487.732890448,383.403747053,269.473955777,disk
1575,GDS_deep2_7149,2896.06485979,2917.81452083,1479.88711685,1521.8562575,disk
1578,GDS_deep2_7166,1305.13202443,1220.9989926,673.179526385,501.037988344,disk
1579,GDS_deep2_7167,513.007142766,411.675357668,452.054383129,285.030308723,spheroid
1580,GDS_deep2_7168,inf,inf,inf,inf,pointsource
1581,GDS_deep2_7170,476.345126713,597.7369478,inf,inf,disk
1582,GDS_deep2_7173,828.354384303,761.962300586,298.274095018,321.72786879,disk
1583,GDS_deep2_7174,442.601720987,466.296740716,291.89079606,288.172907662,disk
1584,GDS_deep2_7176,10950.1551692,9979.73921803,1828.52260719,4050.34764449,spheroid
1585,GDS_deep2_7180,414.626933805,483.53519639,366.348819018,334.381528422,disk
1586,GDS_deep2_7181,607.626232155,498.260111438,354.993045375,288.903277531,irregular
1587,GDS_deep2_7186,721.321445603,560.540919364,308.779298983,285.898619293,disk
1588,GDS_deep2_7188,608.745058878,743.132154937,718.735657636,618.697915718,disk
1589,GDS_deep2_7189,595.438352934,633.449519486,342.074551558,387.317908299,disk
1590,GDS_deep2_7192,4953.06108928,5389.55895018,3824.14341544,3313.42898277,disk
1591,GDS_deep2_7193,642.525361544,711.075874897,348.720144921,391.465371734,disk
1592,GDS_deep2_7194,1510.96214913,1657.16712597,1296.29373071,1209.95563561,irregular
1593,GDS_deep2_7198,1552.70477247,950.818701384,281.582736667,543.362055531,disk
1594,GDS_deep2_7199,336.832926738,284.121502806,159.373821888,183.466719982,spheroid
1595,GDS_deep2_7208,458.013085363,495.488185859,404.790935341,329.638074776,disk
1596,GDS_deep2_7218,594.362679891,659.314876243,645.186851363,482.884517548,disk
1597,GDS_deep2_7220,665.663756198,801.939511065,864.294578548,600.246791013,disk
1598,GDS_deep2_7221,522.320574584,568.510151747,302.558818961,373.888808213,disk
1599,GDS_deep2_7228,407.980153886,539.498640041,361.943592883,426.214619475,spheroid
1600,GDS_deep2_7231,961.431201577,1187.94635735,918.163006656,792.907155158,disk
1601,GDS_deep2_7233,603.145115441,303.598143558,66.7242597414,129.757057767,spheroid
1602,GDS_deep2_7235,419.625084032,488.158052786,482.08900063,374.423878764,disk
1603,GDS_deep2_7239,6806.76561778,6856.95420548,2020.12023657,3208.90244578,disk
1604,GDS_deep2_7246,284.41042168,434.242802125,566.837727263,241.787415724,spheroid
1605,GDS_deep2_7255,3323.50475915,3852.1857001,3043.30762031,2351.89136041,disk
1606,GDS_deep2_7257,8568.94998165,7820.45715564,2275.22632952,3348.22962968,spheroid
1607,GDS_deep2_7261,290.915309168,285.237373443,215.292897398,233.594127068,disk
1608,GDS_deep2_7262,741.656874094,828.672936326,578.654215204,496.456425177,irregular
1609,GDS_deep2_7264,377.488484722,333.592148722,255.544399085,151.680092652,disk
1610,GDS_deep2_7266,2557.39315109,1487.99840679,145.858682075,275.442160489,spheroid
1612,GDS_deep2_7272,635.800387527,777.830842932,1143.71653045,616.567811937,disk
1613,GDS_deep2_7275,523.64250224,596.763447792,273.428932261,362.49614456,disk
1614,GDS_deep2_7276,716.837859005,434.097244551,277.985666637,238.276670733,disk
1615,GDS_deep2_7280,1764.47859618,1948.78367248,1244.78634325,1199.0150423,disk
1616,GDS_deep2_7281,691.877675374,648.217093305,598.827742161,360.857516746,irregular
1618,GDS_deep2_7285,2216.84651234,1895.93132876,674.562271483,912.211130075,disk
1619,GDS_deep2_7288,1104.73748094,1679.00386321,1255.96722801,744.366939,disk
1621,GDS_deep2_7291,5162.44040916,5054.83483772,996.927863395,2155.5460842,spheroid
1622,GDS_deep2_7293,320.504676913,363.996466255,273.64227282,220.584477241,spheroid
1623,GDS_deep2_7300,319.832108567,353.193444438,295.860659374,285.987919318,disk
1624,GDS_deep2_7307,502.435727721,608.448248585,456.140175493,417.505904685,disk
1626,GDS_deep2_7312,434.979333218,319.843608171,372.319921796,250.997667301,disk
1627,GDS_deep2_7317,1935.70969608,2269.21171999,2256.76110204,1590.17839594,disk
1628,GDS_deep2_7319,295.400575905,374.18910059,335.303429198,220.106417411,disk
1629,GDS_deep2_7321,379.791453825,444.399716594,335.221400404,314.380701813,spheroid
1630,GDS_deep2_7322,2312.24234153,2264.60179196,1177.93506214,1211.45078094,disk
1631,GDS_deep2_7328,1161.22672898,1301.91670744,562.885693289,507.841917846,disk
1632,GDS_deep2_7331,581.769724426,691.476999322,467.695462346,474.999502998,disk
1633,GDS_deep2_7336,999.210009966,1168.58295129,756.798392757,825.16070237,disk
1634,GDS_deep2_7342,792.497991478,724.760154151,461.604238193,366.714862004,disk
1636,GDS_deep2_7344,2320.18466092,2122.66731641,704.202853925,1121.58452659,disk
1637,GDS_deep2_7346,523.457856838,491.190792319,500.516114787,293.125584622,irregular
1638,GDS_deep2_7350,3276.81025799,2766.21671351,128.603556085,445.042151248,spheroid
1639,GDS_deep2_7352,684.282970521,673.866571983,794.023181453,435.491282142,irregular
1640,GDS_deep2_7353,43332.5629331,62668.8772401,64049.4894267,37881.3799824,pointsource
1641,GDS_deep2_7354,309.640892222,337.418435249,232.421297512,211.638551685,spheroid
1643,GDS_deep2_7358,1478.47141561,1822.51437782,1867.75464241,1355.09049144,irregular
1644,GDS_deep2_7361,11109.3382561,13308.1164129,2426.15902377,6355.01887433,pointsource
1645,GDS_deep2_7365,686.455472846,776.442962726,420.158109298,338.361260141,spheroid
1646,GDS_deep2_7366,1615.46890499,1402.69992802,337.629960358,580.717714085,disk
1647,GDS_deep2_7370,565.352048681,621.839718046,558.621968834,460.898119311,disk
1648,GDS_deep2_7371,420.957842726,520.655615874,228.051429866,313.564607577,disk
1649,GDS_deep2_7373,537.461925509,481.051510214,157.150979634,204.027120113,disk
1650,GDS_deep2_7376,365.136545421,403.406846353,240.370277398,176.473877805,disk
1652,GDS_deep2_7380,324.251916938,351.613304652,271.709988127,351.87446754,irregular
1653,GDS_deep2_7382,431.858149382,363.39695376,245.882055645,162.55308223,spheroid
1654,GDS_deep2_7383,230.801030054,131.878823251,141.225045017,92.3596228961,irregular
1655,GDS_deep2_7385,305.513687324,354.563120809,287.838412715,290.330360222,disk
1656,GDS_deep2_7388,1266.29784931,433.68879096,70.7499196286,157.512977268,spheroid
1657,GDS_deep2_7390,1647.46744355,1743.40332511,931.98242447,1160.4218611,disk
1658,GDS_deep2_7392,287.349506928,257.960864902,311.542426244,172.570177039,irregular
1659,GDS_deep2_7393,903.751319966,707.475069046,693.091773188,519.658159671,irregular
1660,GDS_deep2_7395,824.303504518,722.899375934,1051.09609471,571.75003698,spheroid
1661,GDS_deep2_7402,1059.19034383,1370.92881509,1043.0159132,621.764170961,irregular
1662,GDS_deep2_7404,2939.23759949,2890.36364223,1611.43501396,1657.77771877,disk
1663,GDS_deep2_7405,725.398488628,730.818361141,476.310417123,469.073443289,spheroid
1664,GDS_deep2_7407,875.223193543,911.954410269,524.761055015,576.447401829,spheroid
1665,GDS_deep2_7409,417.979059961,658.934581674,643.822887699,560.252691085,spheroid
1666,GDS_deep2_7419,291.482768656,310.122341989,280.239481621,241.845772131,disk
1667,GDS_deep2_7423,223.829090227,140.601130287,97.8876284339,198.803677914,disk
1668,GDS_deep2_7430,312.837595742,410.241132506,671.509257104,264.185358432,spheroid
1669,GDS_deep2_7431,904.126867331,526.204262405,187.966501326,210.424680391,spheroid
1671,GDS_deep2_7437,630.399352031,566.790041618,207.273084321,216.137361315,spheroid
1672,GDS_deep2_7438,456.415864199,344.684987292,412.889618887,235.674373925,irregular
1674,GDS_deep2_7441,1092.02264494,1254.3757696,601.489962518,558.033896493,spheroid
1675,GDS_deep2_7442,913.322794086,920.183212445,497.400210637,559.853353718,disk
1676,GDS_deep2_7445,867.713275388,460.462160309,196.34324181,208.403306391,spheroid
1677,GDS_deep2_7446,382.476677326,464.740929489,180.597391456,255.425932987,spheroid
1678,GDS_deep2_7448,345.279888654,389.327906856,308.781693857,342.449580866,disk
1679,GDS_deep2_7451,286.176412878,358.174776393,182.183098677,179.870526253,pointsource
1680,GDS_deep2_7453,285.164467293,336.898910202,328.707993269,258.510126466,spheroid
1681,GDS_deep2_7462,366.610789954,468.762322473,407.074724876,345.457260588,disk
1682,GDS_deep2_7472,565.536141908,771.127171247,785.972486702,352.899493766,disk
1683,GDS_deep2_7485,320.170845607,311.640131895,118.742997263,189.371295866,disk
1685,GDS_deep2_7488,17445.6503628,17244.1309111,3496.19916654,7639.06119224,spheroid
1686,GDS_deep2_7495,3330.48475464,1586.32125191,196.445618451,374.293191865,spheroid
1687,GDS_deep2_7498,304.350305058,158.631269301,138.987211303,131.507048388,irregular
1688,GDS_deep2_7501,538.636629149,311.492549379,148.210340239,155.887299173,irregular
1689,GDS_deep2_7502,600.12107419,641.501239285,448.897579292,423.431830797,pointsource
1690,GDS_deep2_7505,530.673072621,430.360337223,426.07409086,246.959872988,irregular
1692,GDS_deep2_7512,419.767274159,414.835680431,367.971198208,228.285985969,irregular
1693,GDS_deep2_7514,1074.96453585,1420.33774535,571.347237511,718.004339093,pointsource
1694,GDS_deep2_7515,5669.91154185,4709.86164696,1040.77299071,1921.32853468,disk
1695,GDS_deep2_7516,1014.94649991,1040.23824345,519.938483985,660.731276797,disk
1696,GDS_deep2_7517,698.670253954,781.950670169,391.695476556,497.516252591,disk
1698,GDS_deep2_7521,15000.5694043,14306.9820335,2820.87232875,4812.87523466,spheroid
1699,GDS_deep2_7524,359.384474409,411.385967281,211.740407228,242.564483887,irregular
1700,GDS_deep2_7530,422.417173622,485.070156295,313.283918601,315.26876817,spheroid
1701,GDS_deep2_7538,1172.8068746,1195.51012086,670.708572609,730.038727254,spheroid
1702,GDS_deep2_7541,716.748815088,866.505601808,918.31141452,661.30225539,disk
1703,GDS_deep2_7545,169.044822794,173.701064144,201.526934436,128.778729508,irregular
1704,GDS_deep2_7546,910.08709007,1085.11155476,615.710549432,648.062820547,disk
1705,GDS_deep2_7547,10532.4031878,11312.8794499,3818.88616921,5444.96239063,spheroid
1706,GDS_deep2_7556,536.717559946,591.922114827,336.316569137,392.094870206,disk
1707,GDS_deep2_7557,390.913397458,485.984466048,447.267384759,307.736707615,disk
1708,GDS_deep2_7561,915.23184489,1056.26610299,938.396176137,505.879039847,spheroid
1710,GDS_deep2_7565,321.836503248,373.786994928,319.267927703,262.804084354,irregular
1711,GDS_deep2_7569,536.903552774,419.533941954,631.44720684,364.70770006,irregular
1712,GDS_deep2_7575,621.00914828,593.86646377,408.517534002,289.725963721,irregular
1713,GDS_deep2_7581,3643.98212518,3163.72020247,336.085123383,1033.42873747,spheroid
1714,GDS_deep2_7584,798.928719831,886.677636399,768.170516865,632.744896975,irregular
1715,GDS_deep2_7587,587.874297031,574.165450734,203.741004762,205.217967531,disk
1716,GDS_deep2_7593,344.295471333,307.531839427,287.901010795,190.632548182,spheroid
1717,GDS_deep2_7595,250.270135511,128.047855744,90.5760594057,132.258498868,irregular
1718,GDS_deep2_7597,2355.29183719,2098.73847034,557.803936419,923.130205809,disk
1719,GDS_deep2_7598,185.541541436,259.923310715,130.093314221,105.503340565,disk
1720,GDS_deep2_7601,11094.7838873,8864.18116319,2105.83616639,3592.97047742,disk
1721,GDS_deep2_7610,8035.51280299,7766.93038706,1578.22672218,3524.2917853,spheroid
1722,GDS_deep2_7614,2988.86068727,3223.56064963,1409.35570524,1667.4001658,spheroid
1723,GDS_deep2_7618,398.851590813,402.25306876,291.148782851,257.628448016,irregular
1724,GDS_deep2_7626,1048.60883806,1129.02321045,855.425442536,719.027692005,disk
1725,GDS_deep2_7634,40912.0252952,48453.1175951,12289.0887501,20667.5090009,pointsource
1726,GDS_deep2_7637,1171.22708288,1290.46136983,876.178708407,799.468749543,disk
1727,GDS_deep2_7639,819.791766945,789.074110079,433.617633701,419.529254369,disk
1728,GDS_deep2_7641,868.462119826,991.518295697,855.656062306,709.591613234,disk
1730,GDS_deep2_7647,10151.1266155,11840.515912,6613.20311581,6232.36192383,pointsource
1731,GDS_deep2_7650,275.537835225,312.088370484,232.536234188,194.463016032,disk
1732,GDS_deep2_7653,329.170280435,345.391690118,317.635844049,200.334197141,spheroid
1733,GDS_deep2_7654,400.972376057,454.842264738,238.371937481,275.894400958,spheroid
1734,GDS_deep2_7656,317.253625921,194.641536375,78.0528736532,110.934957929,irregular
1735,GDS_deep2_7665,672.937981021,526.172066477,536.376931913,362.385338247,spheroid
1736,GDS_deep2_7668,731.621180906,702.732117809,323.3056031,348.393402079,disk
1737,GDS_deep2_7669,1099.5731108,981.584581927,888.811028354,765.685498251,irregular
1738,GDS_deep2_7671,1744.97513245,1607.4030327,345.823741545,668.443583437,disk
1739,GDS_deep2_7673,413.261242275,276.631787569,474.306583687,188.204914973,spheroid
1740,GDS_deep2_7682,978.503761704,914.930742938,296.591260958,538.844643255,disk
1741,GDS_deep2_7691,12090.7333681,11550.2240684,1775.23983463,4667.52648283,spheroid
1742,GDS_deep2_7695,298.038836166,212.675579784,125.057002901,186.733726755,irregular
1743,GDS_deep2_7696,615.621530603,688.133117598,652.128217031,480.059119618,disk
1744,GDS_deep2_7697,1374.33950286,1355.72290448,358.706366861,684.184968823,spheroid
1745,GDS_deep2_7701,458.988486679,551.593352231,320.593847141,362.115582595,irregular
1746,GDS_deep2_7703,384.838163918,418.674789456,266.787271088,281.046808262,disk
1747,GDS_deep2_7706,1057.44372502,1206.21982097,572.480283237,456.838909619,irregular
1748,GDS_deep2_7710,1383.96610493,1564.80627251,611.326161406,671.207681469,spheroid
1749,GDS_deep2_7713,440.489735489,432.05585279,290.64018513,271.057312763,irregular
1750,GDS_deep2_7716,294.305285491,212.820752662,98.1834139765,105.213927375,disk
1751,GDS_deep2_7718,116893.529088,136042.791779,31464.6741577,60433.7871674,pointsource
1753,GDS_deep2_7723,127.346916192,492.132062055,86.3660090517,414.001276045,unknown
1754,GDS_deep2_7725,457.709023573,454.702523725,310.98101234,309.978475525,disk
1755,GDS_deep2_7739,273.51336729,277.307836889,212.558291919,153.015575906,disk
1756,GDS_deep2_7745,384.176712511,243.710795597,368.747594514,194.017229294,spheroid
1757,GDS_deep2_7746,303.860756704,190.540723174,161.44726539,109.540292789,spheroid
1758,GDS_deep2_7747,1781.15682953,1960.01841539,1074.17182086,1159.69473148,disk
1759,GDS_deep2_7748,801.301557236,836.598382002,633.925280622,574.456816368,spheroid
1760,GDS_deep2_7755,1861.70896714,2015.25275958,1370.23066223,1217.38202272,disk
1761,GDS_deep2_7757,771.421319582,839.602372289,550.747800296,358.181647383,disk
1762,GDS_deep2_7773,725.114619594,459.947495808,168.749959661,296.639838933,disk
1763,GDS_deep2_7774,1801.76632211,1663.26563042,476.436037248,819.50418021,spheroid
1764,GDS_deep2_7775,1355.75623623,1192.77558063,678.029012021,620.39952765,disk
1765,GDS_deep2_7776,536.915015615,653.787565857,363.309301846,429.478772501,disk
1766,GDS_deep2_7777,186.352890479,211.343811045,202.551157947,122.791984923,irregular
1767,GDS_deep2_7781,480.973337246,570.224902427,276.100757044,329.806511036,disk
1769,GDS_deep2_7784,342.590293143,329.330511852,120.139180535,177.571546355,spheroid
1770,GDS_deep2_7786,2132.83259551,2539.12252965,1877.84669234,1350.35925555,pointsource
1771,GDS_deep2_7789,726.806585785,837.610973816,701.796550938,568.613909005,irregular
1772,GDS_deep2_7790,575.107017434,689.672872432,568.007721453,521.792722311,irregular
1773,GDS_deep2_7800,386.939905875,459.637620559,398.889501822,357.541196178,spheroid
1774,GDS_deep2_7804,7730.41782161,6708.43456421,1141.92803848,2422.94680148,disk
1775,GDS_deep2_7805,26478.3469899,32505.1165431,9486.22279423,15971.8750456,pointsource
1776,GDS_deep2_7817,1132.79330243,1236.39400306,749.037354623,804.984341491,disk
1777,GDS_deep2_7818,2746.47952535,2649.70204199,1373.5818395,1594.54764124,disk
1778,GDS_deep2_7821,314.100374445,388.611283015,312.96060475,217.721786555,disk
1779,GDS_deep2_7823,1181.96218135,1393.75820093,1104.71545033,896.849271536,disk
1780,GDS_deep2_7825,3937.93863368,3392.77574284,643.695959813,1079.63749106,spheroid
1781,GDS_deep2_7829,3283.23118218,3529.46505804,3417.52406165,2294.11254605,disk
1782,GDS_deep2_7836,982.368090331,981.151382881,445.672909274,625.967278938,spheroid
1784,GDS_deep2_7838,822.876478526,659.045365234,115.757420608,244.56448936,spheroid
1785,GDS_deep2_7839,418.827811416,433.335467679,233.808995824,275.69588418,irregular
