,ID,ClSph,ClDk,ClIr,ClPS,ClUn
1212,GDS_deep2_6096,0.0,0.4,0.4,0.0,0.2
1213,GDS_deep2_6097,0.0,0.4,0.6,0.0,0.0
1214,GDS_deep2_6098,0.5,0.1,0.0,0.4,0.0
1215,GDS_deep2_6101,0.0,0.5,0.5,0.0,0.0
1216,GDS_deep2_6104,0.2,0.8,0.0,0.0,0.0
1217,GDS_deep2_6105,0.5,0.0,0.0,0.5,0.0
1218,GDS_deep2_6107,0.0,0.3,0.7,0.0,0.0
1219,GDS_deep2_6110,0.9,0.1,0.0,0.0,0.0
1220,GDS_deep2_6111,0.0666666666667,0.866666666667,0.0666666666667,0.0,0.0
1221,GDS_deep2_6114,0.766666666667,0.166666666667,0.0666666666667,0.0,0.0
1222,GDS_deep2_6116,0.0,0.0,0.0,1.0,0.0
1223,GDS_deep2_6118,1.0,0.0,0.0,0.0,0.0
1224,GDS_deep2_6121,0.6,0.2,0.0,0.2,0.0
1225,GDS_deep2_6123,0.1,0.5,0.4,0.0,0.0
1226,GDS_deep2_6124,0.266666666667,0.666666666667,0.0666666666667,0.0,0.0
1227,GDS_deep2_6127,0.5,0.5,0.0,0.0,0.0
1228,GDS_deep2_6128,0.0,1.0,0.0,0.0,0.0
1229,GDS_deep2_6129,0.0,0.0,0.0,1.0,0.0
1230,GDS_deep2_6130,1.0,0.0,0.0,0.0,0.0
1231,GDS_deep2_6139,0.0666666666667,0.0666666666667,0.666666666667,0.0,0.2
1232,GDS_deep2_6140,0.466666666667,0.466666666667,0.0666666666667,0.0,0.0
1233,GDS_deep2_6142,0.366666666667,0.466666666667,0.166666666667,0.0,0.0
1234,GDS_deep2_6143,0.166666666667,0.766666666667,0.0666666666667,0.0,0.0
1235,GDS_deep2_6149,0.166666666667,0.666666666667,0.166666666667,0.0,0.0
1236,GDS_deep2_6157,0.3,0.6,0.1,0.0,0.0
1237,GDS_deep2_6161,0.5,0.2,0.0,0.3,0.0
1238,GDS_deep2_6165,0.0,0.9,0.1,0.0,0.0
1239,GDS_deep2_6169,0.0,0.7,0.3,0.0,0.0
1240,GDS_deep2_6173,0.2,0.7,0.1,0.0,0.0
1241,GDS_deep2_6175,0.1,0.9,0.0,0.0,0.0
1242,GDS_deep2_6176,0.5,0.0,0.0,0.5,0.0
1243,GDS_deep2_6180,0.3,0.7,0.0,0.0,0.0
1244,GDS_deep2_6181,0.0,0.4,0.6,0.0,0.0
1245,GDS_deep2_6182,0.0,0.7,0.3,0.0,0.0
1246,GDS_deep2_6184,0.0,0.8,0.2,0.0,0.0
1247,GDS_deep2_6186,0.0,1.0,0.0,0.0,0.0
1248,GDS_deep2_6187,0.3,0.2,0.0,0.5,0.0
1249,GDS_deep2_6190,0.5,0.4,0.1,0.0,0.0
1250,GDS_deep2_6192,0.5,0.0,0.0,0.5,0.0
1251,GDS_deep2_6194,0.566666666667,0.1,0.0666666666667,0.266666666667,0.0
1252,GDS_deep2_6195,0.2,0.7,0.1,0.0,0.0
1253,GDS_deep2_6196,0.7,0.3,0.0,0.0,0.0
1254,GDS_deep2_6197,0.4,0.4,0.0,0.2,0.0
1255,GDS_deep2_6201,0.3,0.6,0.1,0.0,0.0
1256,GDS_deep2_6206,0.0,1.0,0.0,0.0,0.0
1257,GDS_deep2_6207,0.0,0.9,0.1,0.0,0.0
1258,GDS_deep2_6208,0.166666666667,0.266666666667,0.566666666667,0.0,0.0
1259,GDS_deep2_6212,0.0,0.6,0.4,0.0,0.0
1260,GDS_deep2_6215,0.333333333333,0.433333333333,0.233333333333,0.0,0.0
1261,GDS_deep2_6216,0.3,0.7,0.0,0.0,0.0
1262,GDS_deep2_6219,0.7,0.3,0.0,0.0,0.0
1263,GDS_deep2_6222,0.5,0.3,0.1,0.1,0.0
1264,GDS_deep2_6227,0.7,0.3,0.0,0.0,0.0
1265,GDS_deep2_6231,0.0,0.9,0.1,0.0,0.0
1266,GDS_deep2_6235,0.9,0.1,0.0,0.0,0.0
1267,GDS_deep2_6236,0.0,0.7,0.3,0.0,0.0
1268,GDS_deep2_6237,0.1,0.7,0.2,0.0,0.0
1269,GDS_deep2_6238,0.0,0.9,0.1,0.0,0.0
1270,GDS_deep2_6245,0.7,0.3,0.0,0.0,0.0
1271,GDS_deep2_6247,0.3,0.7,0.0,0.0,0.0
1272,GDS_deep2_6253,0.0,0.7,0.3,0.0,0.0
1273,GDS_deep2_6256,0.2,0.0,0.0,0.8,0.0
1274,GDS_deep2_6257,0.4,0.5,0.1,0.0,0.0
1275,GDS_deep2_6259,0.6,0.4,0.0,0.0,0.0
1276,GDS_deep2_6266,0.2,0.4,0.4,0.0,0.0
1277,GDS_deep2_6267,0.9,0.1,0.0,0.0,0.0
1278,GDS_deep2_6269,0.4,0.4,0.1,0.1,0.0
1279,GDS_deep2_6270,0.4,0.5,0.1,0.0,0.0
1280,GDS_deep2_6271,0.5,0.5,0.0,0.0,0.0
1281,GDS_deep2_6272,0.0,0.0,0.0,1.0,0.0
1282,GDS_deep2_6273,0.3,0.7,0.0,0.0,0.0
1283,GDS_deep2_6276,0.0,0.7,0.3,0.0,0.0
1284,GDS_deep2_6279,0.1,0.6,0.3,0.0,0.0
1285,GDS_deep2_6284,0.6,0.4,0.0,0.0,0.0
1286,GDS_deep2_6288,0.3,0.7,0.0,0.0,0.0
1287,GDS_deep2_6289,0.0,0.7,0.3,0.0,0.0
1288,GDS_deep2_6291,0.0,1.0,0.0,0.0,0.0
1289,GDS_deep2_6294,0.4,0.5,0.1,0.0,0.0
1290,GDS_deep2_6295,0.0,0.0,0.0,1.0,0.0
1291,GDS_deep2_6302,0.3,0.7,0.0,0.0,0.0
1292,GDS_deep2_6303,0.0,0.5,0.5,0.0,0.0
1293,GDS_deep2_6307,0.1,0.7,0.2,0.0,0.0
1294,GDS_deep2_6312,0.3,0.6,0.0,0.1,0.0
1295,GDS_deep2_6323,0.1,0.7,0.2,0.0,0.0
1296,GDS_deep2_6326,0.2,0.8,0.0,0.0,0.0
1297,GDS_deep2_6328,0.3,0.5,0.2,0.0,0.0
1298,GDS_deep2_6332,0.3,0.6,0.1,0.0,0.0
1299,GDS_deep2_6334,0.2,0.0,0.0,0.8,0.0
1300,GDS_deep2_6335,0.6,0.4,0.0,0.0,0.0
1301,GDS_deep2_6337,0.5,0.0,0.0,0.5,0.0
1302,GDS_deep2_6342,0.3,0.5,0.2,0.0,0.0
1303,GDS_deep2_6347,0.4,0.6,0.0,0.0,0.0
1304,GDS_deep2_6349,0.6,0.1,0.0,0.3,0.0
1305,GDS_deep2_6350,0.3,0.7,0.0,0.0,0.0
1306,GDS_deep2_6351,0.7,0.3,0.0,0.0,0.0
1307,GDS_deep2_6355,0.1,0.8,0.1,0.0,0.0
1308,GDS_deep2_6356,0.3,0.6,0.1,0.0,0.0
1309,GDS_deep2_6357,0.9,0.1,0.0,0.0,0.0
1310,GDS_deep2_6358,0.0,0.8,0.2,0.0,0.0
1311,GDS_deep2_6362,0.1,0.1,0.0,0.8,0.0
1312,GDS_deep2_6363,0.1,0.7,0.2,0.0,0.0
1313,GDS_deep2_6365,0.0,0.7,0.3,0.0,0.0
1314,GDS_deep2_6367,0.2,0.8,0.0,0.0,0.0
1315,GDS_deep2_6369,0.7,0.2,0.0,0.1,0.0
1316,GDS_deep2_6374,0.4,0.6,0.0,0.0,0.0
1317,GDS_deep2_6378,0.366666666667,0.166666666667,0.466666666667,0.0,0.0
1318,GDS_deep2_6379,0.266666666667,0.566666666667,0.166666666667,0.0,0.0
1319,GDS_deep2_6381,0.0,0.6,0.4,0.0,0.0
1320,GDS_deep2_6384,0.5,0.2,0.0,0.3,0.0
1321,GDS_deep2_6385,0.0,0.9,0.1,0.0,0.0
1322,GDS_deep2_6388,0.4,0.6,0.0,0.0,0.0
1323,GDS_deep2_6394,0.4,0.4,0.2,0.0,0.0
1324,GDS_deep2_6398,0.3,0.3,0.3,0.1,0.0
1325,GDS_deep2_6399,0.5,0.5,0.0,0.0,0.0
1326,GDS_deep2_6402,0.3,0.1,0.5,0.1,0.0
1327,GDS_deep2_6403,0.2,0.7,0.1,0.0,0.0
1328,GDS_deep2_6404,0.2,0.7,0.1,0.0,0.0
1329,GDS_deep2_6411,0.0,0.9,0.1,0.0,0.0
1330,GDS_deep2_6414,0.0,0.7,0.3,0.0,0.0
1331,GDS_deep2_6419,0.1,0.8,0.1,0.0,0.0
1332,GDS_deep2_6422,0.7,0.3,0.0,0.0,0.0
1333,GDS_deep2_6425,0.2,0.8,0.0,0.0,0.0
1334,GDS_deep2_6427,0.0,1.0,0.0,0.0,0.0
1335,GDS_deep2_6431,0.5,0.0,0.0,0.5,0.0
1336,GDS_deep2_6433,1.0,0.0,0.0,0.0,0.0
1337,GDS_deep2_6435,0.0,0.9,0.1,0.0,0.0
1338,GDS_deep2_6436,0.6,0.3,0.0,0.1,0.0
1339,GDS_deep2_6437,0.3,0.6,0.1,0.0,0.0
1340,GDS_deep2_6438,0.0,1.0,0.0,0.0,0.0
1341,GDS_deep2_6439,0.0,0.7,0.3,0.0,0.0
1342,GDS_deep2_6443,0.0,0.9,0.1,0.0,0.0
1343,GDS_deep2_6444,0.0,0.7,0.3,0.0,0.0
1344,GDS_deep2_6445,0.3,0.7,0.0,0.0,0.0
1345,GDS_deep2_6446,0.1,0.9,0.0,0.0,0.0
1346,GDS_deep2_6448,0.4,0.6,0.0,0.0,0.0
1347,GDS_deep2_6449,0.4,0.4,0.1,0.1,0.0
1348,GDS_deep2_6452,0.0,0.2,0.0,0.0,0.8
1349,GDS_deep2_6453,0.7,0.3,0.0,0.0,0.0
1350,GDS_deep2_6454,0.5,0.4,0.1,0.0,0.0
1351,GDS_deep2_6457,0.0,0.9,0.1,0.0,0.0
1352,GDS_deep2_6458,0.0,0.8,0.2,0.0,0.0
1353,GDS_deep2_6459,0.9,0.1,0.0,0.0,0.0
1354,GDS_deep2_6460,0.0,0.9,0.1,0.0,0.0
1355,GDS_deep2_6462,0.0,0.9,0.1,0.0,0.0
1356,GDS_deep2_6465,0.6,0.3,0.0,0.1,0.0
1357,GDS_deep2_6475,0.0,0.6,0.3,0.1,0.0
1358,GDS_deep2_6479,0.0,0.7,0.3,0.0,0.0
1359,GDS_deep2_6481,0.2,0.5,0.3,0.0,0.0
1360,GDS_deep2_6486,0.3,0.6,0.1,0.0,0.0
1361,GDS_deep2_6497,0.0,0.9,0.1,0.0,0.0
1362,GDS_deep2_6498,0.1,0.6,0.3,0.0,0.0
1363,GDS_deep2_6500,0.6,0.2,0.0,0.2,0.0
1364,GDS_deep2_6503,0.0,0.6,0.4,0.0,0.0
1365,GDS_deep2_6507,0.0,0.8,0.2,0.0,0.0
1366,GDS_deep2_6509,0.0,0.7,0.3,0.0,0.0
1367,GDS_deep2_6514,0.0,1.0,0.0,0.0,0.0
1368,GDS_deep2_6516,0.0,1.0,0.0,0.0,0.0
1369,GDS_deep2_6522,0.4,0.5,0.1,0.0,0.0
1370,GDS_deep2_6525,0.0,0.9,0.1,0.0,0.0
1371,GDS_deep2_6531,0.7,0.2,0.0,0.1,0.0
1372,GDS_deep2_6534,0.7,0.3,0.0,0.0,0.0
1373,GDS_deep2_6535,0.5,0.1,0.0,0.4,0.0
1374,GDS_deep2_6540,0.1,0.1,0.0,0.8,0.0
1375,GDS_deep2_6545,0.5,0.5,0.0,0.0,0.0
1376,GDS_deep2_6548,0.1,0.7,0.2,0.0,0.0
1377,GDS_deep2_6549,0.3,0.7,0.0,0.0,0.0
1378,GDS_deep2_6550,0.5,0.5,0.0,0.0,0.0
1379,GDS_deep2_6551,0.0,1.0,0.0,0.0,0.0
1380,GDS_deep2_6553,0.8,0.2,0.0,0.0,0.0
1381,GDS_deep2_6562,0.6,0.1,0.0,0.3,0.0
1382,GDS_deep2_6565,0.7,0.3,0.0,0.0,0.0
1383,GDS_deep2_6567,0.0,0.0,0.0,1.0,0.0
1384,GDS_deep2_6572,0.466666666667,0.266666666667,0.1,0.166666666667,0.0
1385,GDS_deep2_6573,0.2,0.8,0.0,0.0,0.0
1386,GDS_deep2_6577,0.4,0.6,0.0,0.0,0.0
1387,GDS_deep2_6579,0.0,0.6,0.4,0.0,0.0
1388,GDS_deep2_6583,0.366666666667,0.566666666667,0.0666666666667,0.0,0.0
1389,GDS_deep2_6593,0.0,1.0,0.0,0.0,0.0
1390,GDS_deep2_6595,0.5,0.5,0.0,0.0,0.0
1391,GDS_deep2_6603,0.0,0.9,0.1,0.0,0.0
1392,GDS_deep2_6604,0.0,1.0,0.0,0.0,0.0
1393,GDS_deep2_6606,0.0,0.6,0.4,0.0,0.0
1394,GDS_deep2_6611,0.1,0.8,0.1,0.0,0.0
1395,GDS_deep2_6613,0.366666666667,0.466666666667,0.166666666667,0.0,0.0
1396,GDS_deep2_6614,0.5,0.5,0.0,0.0,0.0
1397,GDS_deep2_6616,0.0,1.0,0.0,0.0,0.0
1398,GDS_deep2_6618,0.0,0.9,0.1,0.0,0.0
1399,GDS_deep2_6619,0.866666666667,0.0666666666667,0.0,0.0666666666667,0.0
1400,GDS_deep2_6631,0.5,0.5,0.0,0.0,0.0
1401,GDS_deep2_6632,0.866666666667,0.0666666666667,0.0,0.0666666666667,0.0
1402,GDS_deep2_6633,0.4,0.6,0.0,0.0,0.0
1403,GDS_deep2_6635,0.7,0.3,0.0,0.0,0.0
1404,GDS_deep2_6636,0.2,0.7,0.1,0.0,0.0
1405,GDS_deep2_6638,0.1,0.9,0.0,0.0,0.0
1406,GDS_deep2_6644,0.2,0.0,0.0,0.8,0.0
1407,GDS_deep2_6648,0.4,0.6,0.0,0.0,0.0
1408,GDS_deep2_6657,0.1,0.4,0.5,0.0,0.0
1409,GDS_deep2_6670,0.0,0.9,0.1,0.0,0.0
1410,GDS_deep2_6674,0.5,0.4,0.1,0.0,0.0
1411,GDS_deep2_6675,0.0,0.3,0.7,0.0,0.0
1412,GDS_deep2_6676,0.4,0.5,0.1,0.0,0.0
1413,GDS_deep2_6677,0.0,0.4,0.0,0.0,0.6
1414,GDS_deep2_6680,0.0,1.0,0.0,0.0,0.0
1415,GDS_deep2_6681,0.0,0.6,0.4,0.0,0.0
1416,GDS_deep2_6688,0.3,0.7,0.0,0.0,0.0
1417,GDS_deep2_6691,0.3,0.4,0.3,0.0,0.0
1418,GDS_deep2_6693,0.0,0.9,0.1,0.0,0.0
1419,GDS_deep2_6695,0.6,0.2,0.2,0.0,0.0
1420,GDS_deep2_6696,0.266666666667,0.566666666667,0.166666666667,0.0,0.0
1421,GDS_deep2_6697,0.7,0.3,0.0,0.0,0.0
1422,GDS_deep2_6698,0.0,0.7,0.3,0.0,0.0
1423,GDS_deep2_6703,0.2,0.2,0.0,0.0,0.6
1424,GDS_deep2_6707,0.0,0.6,0.4,0.0,0.0
1425,GDS_deep2_6709,0.0,0.0,0.4,0.0,0.6
1426,GDS_deep2_6712,0.5,0.2,0.0,0.3,0.0
1427,GDS_deep2_6714,0.1,0.7,0.2,0.0,0.0
1428,GDS_deep2_6715,0.0,0.0,0.2,0.0,0.8
1429,GDS_deep2_6716,0.2,0.3,0.5,0.0,0.0
1430,GDS_deep2_6719,0.0,0.7,0.3,0.0,0.0
1431,GDS_deep2_6720,0.2,0.7,0.1,0.0,0.0
1432,GDS_deep2_6721,0.0,0.6,0.4,0.0,0.0
1433,GDS_deep2_6725,0.5,0.5,0.0,0.0,0.0
1434,GDS_deep2_6726,0.0,0.5,0.5,0.0,0.0
1435,GDS_deep2_6727,0.5,0.5,0.0,0.0,0.0
1436,GDS_deep2_6728,0.0,0.4,0.0,0.0,0.6
1437,GDS_deep2_6733,0.366666666667,0.266666666667,0.366666666667,0.0,0.0
1438,GDS_deep2_6735,0.0,1.0,0.0,0.0,0.0
1439,GDS_deep2_6737,0.2,0.7,0.0,0.1,0.0
1440,GDS_deep2_6739,1.0,0.0,0.0,0.0,0.0
1441,GDS_deep2_6744,0.2,0.0,0.0,0.8,0.0
1442,GDS_deep2_6748,0.2,0.0,0.0,0.8,0.0
1443,GDS_deep2_6756,0.0,1.0,0.0,0.0,0.0
1444,GDS_deep2_6759,0.2,0.8,0.0,0.0,0.0
1445,GDS_deep2_6762,0.1,0.9,0.0,0.0,0.0
1446,GDS_deep2_6763,0.0666666666667,0.766666666667,0.166666666667,0.0,0.0
1447,GDS_deep2_6764,0.0666666666667,0.566666666667,0.366666666667,0.0,0.0
1448,GDS_deep2_6765,0.3,0.7,0.0,0.0,0.0
1449,GDS_deep2_6766,0.0,0.9,0.1,0.0,0.0
1450,GDS_deep2_6768,0.0,0.9,0.1,0.0,0.0
1451,GDS_deep2_6769,0.0,0.3,0.3,0.0,0.4
1452,GDS_deep2_6772,0.7,0.3,0.0,0.0,0.0
1453,GDS_deep2_6775,0.5,0.5,0.0,0.0,0.0
1454,GDS_deep2_6779,0.0,0.6,0.4,0.0,0.0
1455,GDS_deep2_6780,1.0,0.0,0.0,0.0,0.0
1456,GDS_deep2_6785,0.4,0.6,0.0,0.0,0.0
1457,GDS_deep2_6787,0.2,0.6,0.2,0.0,0.0
1458,GDS_deep2_6788,0.1,0.6,0.3,0.0,0.0
1459,GDS_deep2_6790,0.6,0.0,0.0,0.4,0.0
1460,GDS_deep2_6791,0.4,0.6,0.0,0.0,0.0
1461,GDS_deep2_6792,0.1,0.6,0.3,0.0,0.0
1462,GDS_deep2_6793,0.3,0.6,0.1,0.0,0.0
1463,GDS_deep2_6795,0.0,0.8,0.2,0.0,0.0
1464,GDS_deep2_6801,0.7,0.0,0.0,0.3,0.0
1465,GDS_deep2_6805,0.2,0.5,0.3,0.0,0.0
1466,GDS_deep2_6810,0.6,0.1,0.0,0.3,0.0
1467,GDS_deep2_6812,0.0,0.9,0.1,0.0,0.0
1468,GDS_deep2_6818,0.4,0.6,0.0,0.0,0.0
1469,GDS_deep2_6819,0.7,0.2,0.1,0.0,0.0
1470,GDS_deep2_6821,0.333333333333,0.433333333333,0.233333333333,0.0,0.0
1471,GDS_deep2_6822,0.8,0.2,0.0,0.0,0.0
1472,GDS_deep2_6823,0.2,0.8,0.0,0.0,0.0
1473,GDS_deep2_6826,0.8,0.2,0.0,0.0,0.0
1474,GDS_deep2_6828,0.0,0.3,0.7,0.0,0.0
1475,GDS_deep2_6831,0.0,0.6,0.4,0.0,0.0
1476,GDS_deep2_6832,0.7,0.0,0.0,0.3,0.0
1477,GDS_deep2_6833,0.3,0.6,0.1,0.0,0.0
1478,GDS_deep2_6836,0.6,0.4,0.0,0.0,0.0
1479,GDS_deep2_6837,0.0,1.0,0.0,0.0,0.0
1480,GDS_deep2_6840,0.8,0.2,0.0,0.0,0.0
1481,GDS_deep2_6842,0.2,0.0,0.0,0.8,0.0
1482,GDS_deep2_6844,0.3,0.7,0.0,0.0,0.0
1483,GDS_deep2_6846,0.0,0.4,0.6,0.0,0.0
1484,GDS_deep2_6847,0.1,0.8,0.1,0.0,0.0
1485,GDS_deep2_6851,0.0,0.7,0.3,0.0,0.0
1486,GDS_deep2_6852,0.2,0.2,0.4,0.2,0.0
1487,GDS_deep2_6854,0.1,0.5,0.4,0.0,0.0
1488,GDS_deep2_6863,0.3,0.7,0.0,0.0,0.0
1489,GDS_deep2_6866,0.6,0.4,0.0,0.0,0.0
1490,GDS_deep2_6867,0.1,0.8,0.1,0.0,0.0
1491,GDS_deep2_6868,0.0,0.7,0.3,0.0,0.0
1492,GDS_deep2_6872,0.4,0.6,0.0,0.0,0.0
1493,GDS_deep2_6884,0.8,0.0,0.0,0.2,0.0
1494,GDS_deep2_6894,0.3,0.4,0.3,0.0,0.0
1495,GDS_deep2_6898,0.1,0.4,0.5,0.0,0.0
1496,GDS_deep2_6899,0.4,0.6,0.0,0.0,0.0
1497,GDS_deep2_6903,0.266666666667,0.466666666667,0.266666666667,0.0,0.0
1498,GDS_deep2_6909,0.0,0.6,0.4,0.0,0.0
1499,GDS_deep2_6918,0.0666666666667,0.466666666667,0.466666666667,0.0,0.0
1500,GDS_deep2_6919,0.0,0.4,0.6,0.0,0.0
1501,GDS_deep2_6920,0.0,0.0,0.0,0.2,0.8
1502,GDS_deep2_6921,1.0,0.0,0.0,0.0,0.0
1503,GDS_deep2_6925,0.0,1.0,0.0,0.0,0.0
1504,GDS_deep2_6927,0.0,0.0,0.0,1.0,0.0
1505,GDS_deep2_6929,0.0,0.0,0.0,1.0,0.0
1506,GDS_deep2_6932,0.2,0.8,0.0,0.0,0.0
1507,GDS_deep2_6935,0.4,0.4,0.2,0.0,0.0
1508,GDS_deep2_6948,0.2,0.8,0.0,0.0,0.0
1509,GDS_deep2_6949,0.3,0.7,0.0,0.0,0.0
1510,GDS_deep2_6961,0.6,0.3,0.1,0.0,0.0
1511,GDS_deep2_6970,0.1,0.7,0.2,0.0,0.0
1512,GDS_deep2_6980,0.0,1.0,0.0,0.0,0.0
1513,GDS_deep2_6981,0.0,0.6,0.4,0.0,0.0
1514,GDS_deep2_6982,0.6,0.3,0.1,0.0,0.0
1515,GDS_deep2_6986,0.0,0.6,0.4,0.0,0.0
1516,GDS_deep2_6989,0.0,0.0,0.0,1.0,0.0
1517,GDS_deep2_6999,0.0,1.0,0.0,0.0,0.0
1518,GDS_deep2_7000,0.0,0.6,0.4,0.0,0.0
1519,GDS_deep2_7002,0.0,0.4,0.5,0.0,0.1
1520,GDS_deep2_7003,0.0,1.0,0.0,0.0,0.0
1521,GDS_deep2_7012,0.2,0.6,0.1,0.0,0.1
1522,GDS_deep2_7013,0.1,0.6,0.3,0.0,0.0
1523,GDS_deep2_7014,0.8,0.0,0.0,0.2,0.0
1524,GDS_deep2_7018,0.8,0.1,0.0,0.1,0.0
1525,GDS_deep2_7020,0.6,0.2,0.0,0.2,0.0
1526,GDS_deep2_7021,0.1,0.8,0.1,0.0,0.0
1527,GDS_deep2_7026,0.6,0.0,0.0,0.4,0.0
1528,GDS_deep2_7029,0.0,1.0,0.0,0.0,0.0
1529,GDS_deep2_7034,0.8,0.0,0.0,0.2,0.0
1530,GDS_deep2_7036,0.6,0.2,0.2,0.0,0.0
1531,GDS_deep2_7041,0.9,0.1,0.0,0.0,0.0
1532,GDS_deep2_7042,0.4,0.6,0.0,0.0,0.0
1533,GDS_deep2_7049,0.0,0.0,0.0,1.0,0.0
1534,GDS_deep2_7051,0.6,0.0,0.0,0.4,0.0
1535,GDS_deep2_7052,0.6,0.0,0.0,0.4,0.0
1536,GDS_deep2_7058,0.5,0.4,0.1,0.0,0.0
1537,GDS_deep2_7059,0.0,0.8,0.2,0.0,0.0
1538,GDS_deep2_7060,0.7,0.2,0.0,0.1,0.0
1539,GDS_deep2_7063,0.1,0.9,0.0,0.0,0.0
1540,GDS_deep2_7067,0.2,0.4,0.4,0.0,0.0
1541,GDS_deep2_7071,0.4,0.6,0.0,0.0,0.0
1542,GDS_deep2_7072,0.0,0.7,0.3,0.0,0.0
1543,GDS_deep2_7073,0.0666666666667,0.366666666667,0.566666666667,0.0,0.0
1544,GDS_deep2_7074,0.0,1.0,0.0,0.0,0.0
1545,GDS_deep2_7076,0.2,0.7,0.1,0.0,0.0
1546,GDS_deep2_7077,0.6,0.0,0.0,0.4,0.0
1547,GDS_deep2_7078,0.1,0.7,0.2,0.0,0.0
1548,GDS_deep2_7081,0.366666666667,0.266666666667,0.266666666667,0.1,0.0
1549,GDS_deep2_7082,0.0,0.8,0.2,0.0,0.0
1550,GDS_deep2_7084,0.0,0.4,0.6,0.0,0.0
1551,GDS_deep2_7090,0.7,0.2,0.0,0.1,0.0
1552,GDS_deep2_7093,0.0,1.0,0.0,0.0,0.0
1553,GDS_deep2_7097,0.4,0.0,0.0,0.6,0.0
1554,GDS_deep2_7098,0.266666666667,0.566666666667,0.166666666667,0.0,0.0
1555,GDS_deep2_7100,0.1,0.9,0.0,0.0,0.0
1556,GDS_deep2_7107,0.2,0.8,0.0,0.0,0.0
1557,GDS_deep2_7112,0.3,0.4,0.3,0.0,0.0
1558,GDS_deep2_7116,0.0,0.4,0.6,0.0,0.0
1559,GDS_deep2_7117,0.0,0.6,0.4,0.0,0.0
1560,GDS_deep2_7119,0.0,1.0,0.0,0.0,0.0
1561,GDS_deep2_7122,0.3,0.7,0.0,0.0,0.0
1562,GDS_deep2_7126,0.4,0.3,0.3,0.0,0.0
1563,GDS_deep2_7130,0.1,0.9,0.0,0.0,0.0
1564,GDS_deep2_7132,0.4,0.4,0.2,0.0,0.0
1565,GDS_deep2_7133,0.5,0.0,0.0,0.5,0.0
1566,GDS_deep2_7134,0.5,0.5,0.0,0.0,0.0
1567,GDS_deep2_7135,0.0,0.4,0.6,0.0,0.0
1568,GDS_deep2_7139,0.8,0.2,0.0,0.0,0.0
1569,GDS_deep2_7140,0.3,0.4,0.3,0.0,0.0
1570,GDS_deep2_7143,0.0,0.3,0.7,0.0,0.0
1571,GDS_deep2_7144,0.9,0.1,0.0,0.0,0.0
1572,GDS_deep2_7145,0.7,0.1,0.0,0.2,0.0
1573,GDS_deep2_7147,0.266666666667,0.166666666667,0.566666666667,0.0,0.0
1574,GDS_deep2_7148,0.0,0.7,0.3,0.0,0.0
1575,GDS_deep2_7149,0.3,0.7,0.0,0.0,0.0
1576,GDS_deep2_7152,0.2,0.7,0.0,0.1,0.0
1577,GDS_deep2_7160,0.1,0.9,0.0,0.0,0.0
1578,GDS_deep2_7166,0.4,0.6,0.0,0.0,0.0
1579,GDS_deep2_7167,0.5,0.3,0.1,0.1,0.0
1580,GDS_deep2_7168,0.0,0.0,0.0,1.0,0.0
1581,GDS_deep2_7170,0.2,0.7,0.1,0.0,0.0
1582,GDS_deep2_7173,0.3,0.7,0.0,0.0,0.0
1583,GDS_deep2_7174,0.0,1.0,0.0,0.0,0.0
1584,GDS_deep2_7176,1.0,0.0,0.0,0.0,0.0
1585,GDS_deep2_7180,0.0,0.9,0.1,0.0,0.0
1586,GDS_deep2_7181,0.366666666667,0.0666666666667,0.566666666667,0.0,0.0
1587,GDS_deep2_7186,0.266666666667,0.4,0.266666666667,0.0666666666667,0.0
1588,GDS_deep2_7188,0.1,0.9,0.0,0.0,0.0
1589,GDS_deep2_7189,0.0,1.0,0.0,0.0,0.0
1590,GDS_deep2_7192,0.2,0.6,0.2,0.0,0.0
1591,GDS_deep2_7193,0.0,0.8,0.2,0.0,0.0
1592,GDS_deep2_7194,0.0,0.3,0.7,0.0,0.0
1593,GDS_deep2_7198,0.0,1.0,0.0,0.0,0.0
1594,GDS_deep2_7199,0.4,0.2,0.0,0.4,0.0
1595,GDS_deep2_7208,0.0,1.0,0.0,0.0,0.0
1596,GDS_deep2_7218,0.4,0.6,0.0,0.0,0.0
1597,GDS_deep2_7220,0.0,0.8,0.2,0.0,0.0
1598,GDS_deep2_7221,0.0,0.8,0.2,0.0,0.0
1599,GDS_deep2_7228,0.4,0.4,0.2,0.0,0.0
1600,GDS_deep2_7231,0.2,0.8,0.0,0.0,0.0
1601,GDS_deep2_7233,0.5,0.1,0.0,0.4,0.0
1602,GDS_deep2_7235,0.1,0.6,0.3,0.0,0.0
1603,GDS_deep2_7239,0.4,0.6,0.0,0.0,0.0
1604,GDS_deep2_7246,0.9,0.0,0.0,0.1,0.0
1605,GDS_deep2_7255,0.0,1.0,0.0,0.0,0.0
1606,GDS_deep2_7257,0.8,0.2,0.0,0.0,0.0
1607,GDS_deep2_7261,0.0,1.0,0.0,0.0,0.0
1608,GDS_deep2_7262,0.1,0.4,0.5,0.0,0.0
1609,GDS_deep2_7264,0.3,0.4,0.2,0.1,0.0
1610,GDS_deep2_7266,0.9,0.0,0.0,0.1,0.0
1611,GDS_deep2_7267,0.3,0.7,0.0,0.0,0.0
1612,GDS_deep2_7272,0.0,0.6,0.4,0.0,0.0
1613,GDS_deep2_7275,0.1,0.8,0.1,0.0,0.0
